,precipitacao_total_horario,pressao_atmosferica_nivel_estacao_horaria,temperatura_ar_bulbo_seco_horaria,umidade_relativa_ar_horaria,vento_direcao_horaria,vento_rajada_maxima,vento_velocidade_horaria,radiacao_global,year,hora,mes,semana,dia_ano
2015-01-01 00:00:00,0.0,994.5,26.5,67.0,32.0,7.1,2.2,0.0,2015,0,1,1,1
2015-01-01 01:00:00,0.0,994.5,26.5,66.0,40.0,8.2,3.5,0.0,2015,1,1,1,1
2015-01-01 02:00:00,0.0,994.5,26.1,68.0,29.0,7.4,2.1,0.0,2015,2,1,1,1
2015-01-01 03:00:00,0.0,994.5,25.8,69.0,41.0,5.9,3.1,0.0,2015,3,1,1,1
2015-01-01 04:00:00,0.0,994.6,25.4,71.0,36.0,5.3,1.7,0.0,2015,4,1,1,1
2015-01-01 05:00:00,0.0,995.1,25.1,72.0,23.0,4.0,1.0,17.5,2015,5,1,1,1
2015-01-01 06:00:00,0.0,995.9,25.2,71.0,24.0,2.5,1.0,35.0,2015,6,1,1,1
2015-01-01 07:00:00,0.0,996.5,26.4,67.0,45.0,2.2,0.6,347.1,2015,7,1,1,1
2015-01-01 08:00:00,0.0,996.5,28.5,54.0,89.0,7.2,3.6,1328.4,2015,8,1,1,1
2015-01-01 09:00:00,0.0,996.7,30.0,47.0,120.0,9.0,4.0,2305.6,2015,9,1,1,1
2015-01-01 10:00:00,0.0,996.3,30.4,42.0,91.0,8.8,4.0,2489.9,2015,10,1,1,1
2015-01-01 11:00:00,0.0,995.4,33.3,31.0,113.0,8.2,2.8,2768.4,2015,11,1,1,1
2015-01-01 12:00:00,0.0,994.4,34.5,25.0,121.0,7.6,3.3,3456.5,2015,12,1,1,1
2015-01-01 13:00:00,0.0,992.9,35.3,24.0,82.0,9.6,1.9,3364.0,2015,13,1,1,1
2015-01-01 14:00:00,0.0,991.7,36.0,21.0,123.0,8.3,3.7,2768.9,2015,14,1,1,1
2015-01-01 15:00:00,0.0,991.1,35.4,22.0,57.0,7.3,3.7,1784.7,2015,15,1,1,1
2015-01-01 16:00:00,0.0,991.0,36.1,20.0,106.0,9.0,3.9,1420.5,2015,16,1,1,1
2015-01-01 17:00:00,0.0,991.2,34.9,22.0,77.0,8.6,2.3,687.7,2015,17,1,1,1
2015-01-01 18:00:00,0.0,991.7,33.9,25.0,71.0,6.6,4.1,107.7,2015,18,1,1,1
2015-01-01 19:00:00,0.0,992.1,32.8,27.0,56.0,5.9,2.8,0.0,2015,19,1,1,1
2015-01-01 20:00:00,0.0,993.0,30.5,47.0,29.0,10.0,4.2,0.0,2015,20,1,1,1
2015-01-01 21:00:00,0.0,994.0,28.0,57.0,25.0,11.9,4.7,0.0,2015,21,1,1,1
2015-01-01 22:00:00,0.0,994.5,27.1,58.0,24.0,10.7,3.4,0.0,2015,22,1,1,1
2015-01-01 23:00:00,0.0,994.7,26.4,65.0,29.0,9.7,3.9,0.0,2015,23,1,1,1
2015-01-02 00:00:00,0.0,994.4,26.5,67.0,22.0,8.9,2.6,0.0,2015,0,1,1,2
2015-01-02 01:00:00,0.0,994.2,26.4,68.0,31.0,7.2,2.0,0.0,2015,1,1,1,2
2015-01-02 02:00:00,0.0,993.7,26.5,68.0,27.0,5.3,2.0,0.0,2015,2,1,1,2
2015-01-02 03:00:00,0.0,993.4,26.5,68.0,39.0,6.7,2.5,0.0,2015,3,1,1,2
2015-01-02 04:00:00,0.0,993.5,26.6,67.0,31.0,5.3,2.0,0.0,2015,4,1,1,2
2015-01-02 05:00:00,0.0,994.1,26.3,68.0,23.0,4.9,1.2,11.45,2015,5,1,1,2
2015-01-02 06:00:00,0.0,994.8,26.1,68.0,43.0,5.4,2.9,22.9,2015,6,1,1,2
2015-01-02 07:00:00,0.0,995.5,27.0,65.0,66.0,5.4,2.5,339.5,2015,7,1,1,2
2015-01-02 08:00:00,0.0,995.8,28.0,60.0,124.0,5.0,1.2,747.8,2015,8,1,1,2
2015-01-02 09:00:00,0.0,995.8,28.5,57.0,344.0,3.5,1.1,976.7,2015,9,1,1,2
2015-01-02 10:00:00,0.0,995.2,30.4,50.0,34.0,6.2,1.8,2610.0,2015,10,1,1,2
2015-01-02 11:00:00,0.0,994.6,33.8,40.0,4.0,5.5,2.0,2715.4,2015,11,1,1,2
2015-01-02 12:00:00,0.0,993.8,31.8,44.0,337.0,4.9,1.6,1241.1,2015,12,1,1,2
2015-01-02 13:00:00,0.0,992.5,35.0,37.0,299.0,4.7,0.9,2023.2,2015,13,1,1,2
2015-01-02 14:00:00,0.0,991.7,34.3,35.0,26.0,5.6,2.0,1819.1,2015,14,1,1,2
2015-01-02 15:00:00,0.0,991.5,33.4,36.0,57.0,6.4,1.0,599.9,2015,15,1,1,2
2015-01-02 16:00:00,0.0,991.2,34.1,35.0,249.0,4.8,2.5,1049.1,2015,16,1,1,2
2015-01-02 17:00:00,0.0,991.5,32.7,39.0,214.0,6.7,2.6,408.0,2015,17,1,1,2
2015-01-02 18:00:00,0.0,991.9,32.2,41.0,201.0,3.8,2.2,82.3,2015,18,1,1,2
2015-01-02 19:00:00,0.0,992.5,31.9,39.0,58.0,4.8,1.7,0.0,2015,19,1,1,2
2015-01-02 20:00:00,0.0,993.5,30.5,47.0,64.0,11.4,2.6,0.0,2015,20,1,1,2
2015-01-02 21:00:00,0.0,994.5,26.0,74.0,81.0,12.2,3.5,0.0,2015,21,1,1,2
2015-01-02 22:00:00,0.0,994.5,26.1,72.0,40.0,6.6,3.5,0.0,2015,22,1,1,2
2015-01-02 23:00:00,0.0,994.1,25.5,77.0,35.0,7.6,2.6,0.0,2015,23,1,1,2
2015-01-03 00:00:00,0.0,994.0,25.9,74.0,30.0,5.0,1.7,0.0,2015,0,1,1,3
2015-01-03 01:00:00,0.0,993.4,26.2,68.0,21.0,3.9,1.4,0.0,2015,1,1,1,3
2015-01-03 02:00:00,0.0,992.8,26.1,67.0,19.0,4.2,1.4,0.0,2015,2,1,1,3
2015-01-03 03:00:00,0.0,992.7,25.9,64.0,3.0,4.0,1.8,0.0,2015,3,1,1,3
2015-01-03 04:00:00,0.0,993.1,25.6,64.0,16.0,4.5,1.5,0.0,2015,4,1,1,3
2015-01-03 05:00:00,0.0,993.7,25.6,66.0,44.0,3.8,1.1,5.5,2015,5,1,1,3
2015-01-03 06:00:00,0.0,994.6,25.6,65.0,56.0,2.7,1.8,11.0,2015,6,1,1,3
2015-01-03 07:00:00,0.0,995.2,26.0,63.0,201.5,2.7,0.9,132.4,2015,7,1,1,3
2015-01-03 08:00:00,0.0,995.6,28.3,56.0,347.0,3.2,1.0,685.4,2015,8,1,1,3
2015-01-03 09:00:00,0.0,995.5,30.2,48.0,9.0,3.8,1.6,2309.2,2015,9,1,1,3
2015-01-03 10:00:00,0.0,994.9,33.3,34.0,96.0,8.6,3.2,3138.6,2015,10,1,1,3
2015-01-03 11:00:00,0.0,994.3,33.0,33.0,111.0,9.0,3.0,3511.1,2015,11,1,1,3
2015-01-03 12:00:00,0.0,993.5,33.8,31.0,145.0,7.5,2.0,3432.6,2015,12,1,1,3
2015-01-03 13:00:00,0.0,992.5,34.3,30.0,75.0,6.4,2.8,2335.3,2015,13,1,1,3
2015-01-03 14:00:00,0.0,991.4,36.4,27.0,151.0,6.0,1.3,2348.8,2015,14,1,1,3
2015-01-03 15:00:00,0.0,990.6,36.0,27.0,310.0,6.4,2.0,1993.0,2015,15,1,1,3
2015-01-03 16:00:00,0.0,990.6,34.9,29.0,328.0,5.8,0.8,479.6,2015,16,1,1,3
2015-01-03 17:00:00,0.0,990.7,32.0,38.0,165.5,8.7,4.1,764.6,2015,17,1,1,3
2015-01-03 18:00:00,0.0,991.1,31.2,44.0,3.0,8.2,2.1,166.4,2015,18,1,1,3
2015-01-03 19:00:00,0.0,992.1,30.3,46.0,22.0,7.8,3.1,0.0,2015,19,1,1,3
2015-01-03 20:00:00,0.0,994.2,28.8,56.0,49.0,9.5,5.6,0.0,2015,20,1,1,3
2015-01-03 21:00:00,0.4,994.9,25.0,82.0,15.0,9.4,2.6,0.0,2015,21,1,1,3
2015-01-03 22:00:00,0.0,995.1,25.2,81.0,8.0,7.9,2.0,0.0,2015,22,1,1,3
2015-01-03 23:00:00,0.2,994.9,25.5,79.0,30.0,9.2,3.6,0.0,2015,23,1,1,3
2015-01-04 00:00:00,0.0,994.5,24.5,82.0,30.0,9.3,2.5,0.0,2015,0,1,1,4
2015-01-04 01:00:00,0.0,994.4,24.7,83.0,13.0,5.7,1.6,0.0,2015,1,1,1,4
2015-01-04 02:00:00,0.0,994.0,24.4,83.0,13.0,5.2,1.1,0.0,2015,2,1,1,4
2015-01-04 03:00:00,0.0,994.1,24.3,77.0,46.0,6.1,3.1,0.0,2015,3,1,1,4
2015-01-04 04:00:00,0.0,994.4,24.2,79.0,159.0,6.1,2.2,0.0,2015,4,1,1,4
2015-01-04 05:00:00,0.0,994.9,23.2,87.0,272.0,4.2,0.8,16.45,2015,5,1,1,4
2015-01-04 06:00:00,0.0,995.7,23.4,86.0,297.0,2.0,0.3,32.9,2015,6,1,1,4
2015-01-04 07:00:00,0.0,996.2,27.0,63.0,65.0,2.3,1.0,655.8,2015,7,1,1,4
2015-01-04 08:00:00,0.0,996.7,27.8,55.0,76.0,7.5,4.2,1581.1,2015,8,1,1,4
2015-01-04 09:00:00,0.0,996.9,29.4,48.0,133.0,8.5,5.6,1798.4,2015,9,1,1,4
2015-01-04 10:00:00,0.0,996.9,29.8,44.0,88.0,9.1,4.9,2244.5,2015,10,1,1,4
2015-01-04 11:00:00,0.0,996.6,29.5,45.0,67.0,9.1,2.8,1588.9,2015,11,1,1,4
2015-01-04 12:00:00,0.0,996.3,30.0,46.0,26.0,5.8,1.8,1056.6,2015,12,1,1,4
2015-01-04 13:00:00,0.0,995.5,30.2,44.0,347.0,6.5,1.7,1272.3,2015,13,1,1,4
2015-01-04 14:00:00,0.0,994.5,29.9,45.0,328.0,5.1,1.1,1067.7,2015,14,1,1,4
2015-01-04 15:00:00,0.0,994.1,30.0,51.0,3.0,7.1,2.6,678.1,2015,15,1,1,4
2015-01-04 16:00:00,0.0,994.1,27.9,62.0,9.0,9.2,1.9,713.6,2015,16,1,1,4
2015-01-04 17:00:00,0.0,994.7,27.5,62.0,7.0,8.4,1.6,222.6,2015,17,1,1,4
2015-01-04 18:00:00,0.0,995.3,26.9,64.0,337.0,5.1,2.2,57.7,2015,18,1,1,4
2015-01-04 19:00:00,0.0,995.5,26.0,68.0,336.0,4.9,1.4,0.0,2015,19,1,1,4
2015-01-04 20:00:00,0.0,996.2,25.0,73.0,328.0,3.4,1.2,0.0,2015,20,1,1,4
2015-01-04 21:00:00,0.0,997.1,25.0,73.0,339.5,4.2,0.9,0.0,2015,21,1,1,4
2015-01-04 22:00:00,0.0,997.0,24.9,75.0,351.0,2.9,0.8,0.0,2015,22,1,1,4
2015-01-04 23:00:00,0.0,996.9,24.8,77.0,8.0,4.1,1.3,0.0,2015,23,1,1,4
2015-01-05 00:00:00,8.2,996.8,23.6,91.0,5.5,5.8,1.1,0.0,2015,0,1,2,5
2015-01-05 01:00:00,0.0,995.8,23.9,91.0,3.0,3.6,1.5,0.0,2015,1,1,2,5
2015-01-05 02:00:00,0.0,996.0,24.0,89.0,41.0,4.1,1.9,0.0,2015,2,1,2,5
2015-01-05 03:00:00,0.0,996.0,24.1,82.0,37.0,5.1,1.7,0.4,2015,3,1,2,5
2015-01-05 04:00:00,0.0,996.0,24.3,78.0,50.0,4.5,2.4,0.1,2015,4,1,2,5
2015-01-05 05:00:00,0.0,996.4,24.6,72.0,47.0,6.6,3.9,19.900000000000002,2015,5,1,2,5
2015-01-05 06:00:00,0.0,996.9,24.7,69.0,57.0,7.6,4.6,39.7,2015,6,1,2,5
2015-01-05 07:00:00,0.0,997.6,25.8,66.0,46.0,7.6,4.2,505.6,2015,7,1,2,5
2015-01-05 08:00:00,0.0,998.0,26.6,63.0,52.0,7.1,3.1,1375.7,2015,8,1,2,5
2015-01-05 09:00:00,0.0,997.9,28.8,52.0,89.0,8.7,5.5,2022.5,2015,9,1,2,5
2015-01-05 10:00:00,0.0,997.6,30.8,47.0,113.0,8.7,4.2,3132.6,2015,10,1,2,5
2015-01-05 11:00:00,0.0,997.1,31.2,44.0,103.0,7.9,3.6,2249.4,2015,11,1,2,5
2015-01-05 12:00:00,0.0,996.3,32.8,42.0,39.0,9.1,2.2,3390.2,2015,12,1,2,5
2015-01-05 13:00:00,0.0,995.1,32.6,35.0,74.0,9.4,5.5,3190.2,2015,13,1,2,5
2015-01-05 14:00:00,0.0,994.3,34.7,31.0,100.0,11.2,3.4,1965.9,2015,14,1,2,5
2015-01-05 15:00:00,0.0,993.5,34.9,30.0,104.0,8.8,2.3,2496.3,2015,15,1,2,5
2015-01-05 16:00:00,0.0,993.2,35.2,28.0,113.0,7.3,3.0,1383.3,2015,16,1,2,5
2015-01-05 17:00:00,0.0,993.1,33.6,30.0,44.0,7.2,3.1,788.5,2015,17,1,2,5
2015-01-05 18:00:00,0.0,993.2,32.7,32.0,64.0,6.2,3.1,124.2,2015,18,1,2,5
2015-01-05 19:00:00,0.0,993.5,31.7,37.0,82.0,4.6,2.8,0.0,2015,19,1,2,5
2015-01-05 20:00:00,0.0,994.6,29.1,54.0,18.0,7.6,2.5,0.0,2015,20,1,2,5
2015-01-05 21:00:00,0.0,995.4,27.6,58.0,30.0,8.8,3.7,0.0,2015,21,1,2,5
2015-01-05 22:00:00,0.0,995.6,27.2,57.0,20.0,7.5,2.2,0.0,2015,22,1,2,5
2015-01-05 23:00:00,0.0,995.6,26.0,64.0,9.0,5.5,1.8,0.0,2015,23,1,2,5
2015-01-06 00:00:00,0.0,995.3,25.4,70.0,16.0,5.7,1.6,0.0,2015,0,1,2,6
2015-01-06 01:00:00,0.0,995.0,24.7,77.0,346.0,5.6,2.3,0.0,2015,1,1,2,6
2015-01-06 02:00:00,0.0,994.9,24.3,81.0,340.0,5.0,2.9,0.0,2015,2,1,2,6
2015-01-06 03:00:00,0.0,994.9,24.0,84.0,342.0,4.5,2.4,0.0,2015,3,1,2,6
2015-01-06 04:00:00,0.0,995.4,23.6,86.0,1.0,3.8,0.7,0.0,2015,4,1,2,6
2015-01-06 05:00:00,0.0,995.8,23.6,85.0,150.0,2.8,0.9,23.25,2015,5,1,2,6
2015-01-06 06:00:00,0.0,996.5,24.0,82.0,299.0,1.7,0.9,46.5,2015,6,1,2,6
2015-01-06 07:00:00,0.0,996.8,25.4,72.0,266.0,1.4,0.7,452.1,2015,7,1,2,6
2015-01-06 08:00:00,0.0,996.8,28.2,57.0,121.0,7.0,3.7,1598.7,2015,8,1,2,6
2015-01-06 09:00:00,0.0,996.8,29.6,49.0,122.0,8.0,2.7,2184.4,2015,9,1,2,6
2015-01-06 10:00:00,0.0,996.5,31.3,41.0,90.0,7.5,4.0,2579.3,2015,10,1,2,6
2015-01-06 11:00:00,0.0,996.1,32.7,35.0,91.0,7.9,3.9,3417.8,2015,11,1,2,6
2015-01-06 12:00:00,0.0,995.1,35.4,31.0,52.0,7.6,3.2,3974.7,2015,12,1,2,6
2015-01-06 13:00:00,0.0,994.1,34.2,33.0,122.0,7.3,3.3,1900.5,2015,13,1,2,6
2015-01-06 14:00:00,0.0,993.1,34.5,31.0,134.0,7.3,3.0,2312.5,2015,14,1,2,6
2015-01-06 15:00:00,0.0,992.6,34.9,31.0,96.0,6.5,3.6,1603.8,2015,15,1,2,6
2015-01-06 16:00:00,0.0,992.2,34.4,32.0,50.0,7.1,3.4,749.2,2015,16,1,2,6
2015-01-06 17:00:00,0.0,992.2,33.8,32.0,86.0,7.5,4.6,724.3,2015,17,1,2,6
2015-01-06 18:00:00,0.0,992.4,31.6,41.0,247.0,7.5,2.6,39.7,2015,18,1,2,6
2015-01-06 19:00:00,0.0,993.0,30.6,44.0,246.0,4.9,2.1,0.0,2015,19,1,2,6
2015-01-06 20:00:00,0.0,994.3,29.8,56.0,13.0,6.4,2.1,0.0,2015,20,1,2,6
2015-01-06 21:00:00,0.0,995.4,28.1,66.0,19.0,7.1,2.5,0.0,2015,21,1,2,6
2015-01-06 22:00:00,0.0,995.6,27.1,70.0,5.0,8.1,2.7,0.0,2015,22,1,2,6
2015-01-06 23:00:00,0.0,995.6,26.6,73.0,9.0,7.7,2.1,0.0,2015,23,1,2,6
2015-01-07 00:00:00,0.0,995.3,26.5,75.0,15.0,7.7,1.9,0.0,2015,0,1,2,7
2015-01-07 01:00:00,0.0,995.0,26.1,79.0,7.0,5.6,1.8,0.0,2015,1,1,2,7
2015-01-07 02:00:00,0.0,994.9,25.8,68.0,59.0,5.8,1.9,0.0,2015,2,1,2,7
2015-01-07 03:00:00,0.0,994.6,25.4,69.0,67.0,6.1,3.1,0.0,2015,3,1,2,7
2015-01-07 04:00:00,0.0,995.4,25.0,71.0,345.0,5.3,1.5,0.0,2015,4,1,2,7
2015-01-07 05:00:00,0.0,995.3,24.7,72.0,193.0,2.5,0.6,28.55,2015,5,1,2,7
2015-01-07 06:00:00,0.0,995.8,25.3,71.0,41.0,2.5,0.7,57.1,2015,6,1,2,7
2015-01-07 07:00:00,0.0,996.4,26.8,63.0,49.0,2.5,0.9,559.4,2015,7,1,2,7
2015-01-07 08:00:00,0.0,996.3,28.7,51.0,83.0,8.4,5.1,1577.8,2015,8,1,2,7
2015-01-07 09:00:00,0.0,996.2,28.8,50.0,91.0,8.8,6.0,1864.8,2015,9,1,2,7
2015-01-07 10:00:00,0.0,995.9,29.9,46.0,110.0,8.8,4.7,2407.3,2015,10,1,2,7
2015-01-07 11:00:00,0.0,995.5,31.5,42.0,92.0,7.6,3.6,2275.4,2015,11,1,2,7
2015-01-07 12:00:00,0.0,994.5,31.4,41.0,69.0,8.4,3.9,2264.1,2015,12,1,2,7
2015-01-07 13:00:00,0.0,993.5,33.7,35.0,79.0,7.4,3.9,2678.4,2015,13,1,2,7
2015-01-07 14:00:00,0.0,992.7,33.2,35.0,62.0,9.0,4.5,2600.1,2015,14,1,2,7
2015-01-07 15:00:00,0.0,992.2,34.0,33.0,42.0,7.9,3.9,1985.2,2015,15,1,2,7
2015-01-07 16:00:00,0.0,991.9,33.6,33.0,84.0,9.4,2.8,1176.8,2015,16,1,2,7
2015-01-07 17:00:00,0.0,991.7,33.3,33.0,78.0,6.5,2.5,656.9,2015,17,1,2,7
2015-01-07 18:00:00,0.0,992.0,32.6,35.0,75.0,4.8,2.6,130.0,2015,18,1,2,7
2015-01-07 19:00:00,0.0,992.2,31.8,38.0,74.0,4.0,2.5,0.0,2015,19,1,2,7
2015-01-07 20:00:00,0.0,992.9,30.8,45.0,41.0,9.0,3.2,0.0,2015,20,1,2,7
2015-01-07 21:00:00,0.0,994.0,27.7,61.0,19.0,9.9,3.5,0.0,2015,21,1,2,7
2015-01-07 22:00:00,0.0,994.1,27.0,65.0,15.0,8.3,2.0,0.0,2015,22,1,2,7
2015-01-07 23:00:00,0.0,994.0,26.8,65.0,12.0,7.7,1.9,0.0,2015,23,1,2,7
2015-01-08 00:00:00,0.0,993.9,26.0,70.0,7.0,5.7,1.6,0.0,2015,0,1,2,8
2015-01-08 01:00:00,0.0,993.9,25.2,74.0,8.0,5.6,1.8,0.0,2015,1,1,2,8
2015-01-08 02:00:00,0.0,994.1,25.2,74.0,23.0,5.4,2.0,0.0,2015,2,1,2,8
2015-01-08 03:00:00,0.0,994.0,24.8,74.0,16.0,4.6,1.5,0.0,2015,3,1,2,8
2015-01-08 04:00:00,0.0,994.6,24.3,75.0,348.0,3.9,2.0,0.0,2015,4,1,2,8
2015-01-08 05:00:00,0.0,995.3,24.0,74.0,344.0,3.4,0.7,21.8,2015,5,1,2,8
2015-01-08 06:00:00,0.0,996.0,24.3,69.0,336.0,2.1,0.7,43.6,2015,6,1,2,8
2015-01-08 07:00:00,0.0,996.5,27.0,56.0,132.0,6.8,3.2,560.8,2015,7,1,2,8
2015-01-08 08:00:00,0.0,996.7,28.4,50.0,96.0,12.1,6.7,1322.6,2015,8,1,2,8
2015-01-08 09:00:00,0.0,996.7,29.2,45.0,98.0,11.0,4.3,2290.6,2015,9,1,2,8
2015-01-08 10:00:00,0.0,996.4,31.5,39.0,84.0,10.1,5.1,2801.4,2015,10,1,2,8
2015-01-08 11:00:00,0.0,995.4,33.0,32.0,89.0,9.6,6.2,3068.0,2015,11,1,2,8
2015-01-08 12:00:00,0.0,994.6,34.2,27.0,134.0,10.2,3.0,3712.6,2015,12,1,2,8
2015-01-08 13:00:00,0.0,993.6,34.2,26.0,120.0,12.9,4.0,3282.1,2015,13,1,2,8
2015-01-08 14:00:00,0.0,992.6,34.4,25.0,70.0,8.7,2.9,2687.6,2015,14,1,2,8
2015-01-08 15:00:00,0.0,992.0,36.5,22.0,106.0,9.2,2.4,2479.8,2015,15,1,2,8
2015-01-08 16:00:00,0.0,991.9,34.7,24.0,115.0,8.6,6.0,1517.8,2015,16,1,2,8
2015-01-08 17:00:00,0.0,992.0,34.2,26.0,92.0,9.0,4.7,889.8,2015,17,1,2,8
2015-01-08 18:00:00,0.0,992.3,33.4,27.0,102.0,7.0,2.8,160.7,2015,18,1,2,8
2015-01-08 19:00:00,0.0,992.6,32.5,29.0,105.0,4.3,1.1,0.0,2015,19,1,2,8
2015-01-08 20:00:00,0.0,992.9,32.0,30.0,53.0,2.5,2.1,0.0,2015,20,1,2,8
2015-01-08 21:00:00,0.0,993.9,28.7,57.0,18.0,8.7,3.2,0.0,2015,21,1,2,8
2015-01-08 22:00:00,0.0,994.3,27.5,63.0,21.0,9.3,2.9,0.0,2015,22,1,2,8
2015-01-08 23:00:00,0.0,993.9,27.0,63.0,24.0,9.3,2.9,0.0,2015,23,1,2,8
2015-01-09 00:00:00,0.0,993.7,26.1,68.0,4.0,6.2,1.7,0.0,2015,0,1,2,9
2015-01-09 01:00:00,0.0,993.2,25.8,70.0,16.0,5.2,1.3,0.0,2015,1,1,2,9
2015-01-09 02:00:00,0.0,993.6,25.5,69.0,5.0,4.5,1.1,0.0,2015,2,1,2,9
2015-01-09 03:00:00,0.0,993.5,25.0,73.0,6.0,3.3,0.9,0.0,2015,3,1,2,9
2015-01-09 04:00:00,0.0,993.9,24.5,75.0,329.0,2.8,0.9,0.0,2015,4,1,2,9
2015-01-09 05:00:00,0.0,994.6,24.8,68.0,121.0,2.5,0.6,25.75,2015,5,1,2,9
2015-01-09 06:00:00,0.0,995.2,26.2,48.0,139.0,5.9,3.2,51.5,2015,6,1,2,9
2015-01-09 07:00:00,0.0,995.8,28.1,42.0,90.0,4.9,1.1,657.0,2015,7,1,2,9
2015-01-09 08:00:00,0.0,996.3,28.9,39.0,106.0,5.4,3.1,1551.4,2015,8,1,2,9
2015-01-09 09:00:00,0.0,996.3,31.0,34.0,99.0,10.0,5.6,2405.5,2015,9,1,2,9
2015-01-09 10:00:00,0.0,996.1,31.8,32.0,115.0,10.0,5.8,3055.2,2015,10,1,2,9
2015-01-09 11:00:00,0.0,995.4,33.8,27.0,98.0,9.7,4.5,3459.0,2015,11,1,2,9
2015-01-09 12:00:00,0.0,994.6,34.8,26.0,76.0,8.7,5.6,3612.4,2015,12,1,2,9
2015-01-09 13:00:00,0.0,993.7,35.9,22.0,94.0,10.3,5.9,3524.0,2015,13,1,2,9
2015-01-09 14:00:00,0.0,992.7,35.9,21.0,109.0,9.3,5.1,3101.3,2015,14,1,2,9
2015-01-09 15:00:00,0.0,991.9,36.7,20.0,75.0,9.0,4.3,2579.5,2015,15,1,2,9
2015-01-09 16:00:00,0.0,992.1,35.6,21.0,109.0,9.3,5.4,1707.3,2015,16,1,2,9
2015-01-09 17:00:00,0.0,992.3,35.4,21.0,110.0,8.0,5.5,850.1,2015,17,1,2,9
2015-01-09 18:00:00,0.0,992.5,34.4,22.0,126.0,7.6,3.7,166.3,2015,18,1,2,9
2015-01-09 19:00:00,0.0,992.7,33.2,26.0,125.0,5.4,2.3,0.0,2015,19,1,2,9
2015-01-09 20:00:00,0.0,993.2,32.3,28.0,118.0,3.0,1.9,0.0,2015,20,1,2,9
2015-01-09 21:00:00,0.0,993.9,29.6,50.0,15.0,6.0,1.9,0.0,2015,21,1,2,9
2015-01-09 22:00:00,0.0,994.4,28.3,56.0,18.0,7.5,2.2,0.0,2015,22,1,2,9
2015-01-09 23:00:00,0.0,994.1,27.4,63.0,31.0,7.3,3.3,0.0,2015,23,1,2,9
2015-01-10 00:00:00,0.0,993.7,27.1,65.0,42.0,8.2,3.4,0.0,2015,0,1,2,10
2015-01-10 01:00:00,0.0,993.7,26.8,67.0,43.0,7.0,2.7,0.0,2015,1,1,2,10
2015-01-10 02:00:00,0.0,993.8,26.6,68.0,25.0,5.8,1.4,0.0,2015,2,1,2,10
2015-01-10 03:00:00,0.0,993.9,26.5,68.0,53.0,3.5,1.7,0.0,2015,3,1,2,10
2015-01-10 04:00:00,0.0,994.4,25.9,71.0,213.0,2.9,0.6,0.0,2015,4,1,2,10
2015-01-10 05:00:00,0.0,994.7,26.0,68.0,97.0,2.8,1.7,27.75,2015,5,1,2,10
2015-01-10 06:00:00,0.0,995.4,26.5,59.0,116.0,5.4,3.9,55.5,2015,6,1,2,10
2015-01-10 07:00:00,0.0,996.1,28.0,51.0,108.0,5.7,3.3,616.0,2015,7,1,2,10
2015-01-10 08:00:00,0.0,996.3,29.6,41.0,128.0,7.7,3.8,1505.6,2015,8,1,2,10
2015-01-10 09:00:00,0.0,996.1,31.7,36.0,124.0,7.0,3.2,2365.7,2015,9,1,2,10
2015-01-10 10:00:00,0.0,995.5,32.8,31.0,105.0,7.0,2.9,3025.6,2015,10,1,2,10
2015-01-10 11:00:00,0.0,994.6,34.7,28.0,139.0,8.7,3.8,3294.7,2015,11,1,2,10
2015-01-10 12:00:00,0.0,993.7,35.4,25.0,145.0,8.1,3.3,3463.0,2015,12,1,2,10
2015-01-10 13:00:00,0.0,992.6,35.9,24.0,122.0,7.8,4.2,2484.1,2015,13,1,2,10
2015-01-10 14:00:00,0.0,991.5,36.6,23.0,72.0,9.3,5.3,2580.2,2015,14,1,2,10
2015-01-10 15:00:00,0.0,991.3,37.8,21.0,107.0,8.7,3.8,1440.6,2015,15,1,2,10
2015-01-10 16:00:00,0.0,991.4,36.9,22.0,93.0,6.9,4.2,1071.3,2015,16,1,2,10
2015-01-10 17:00:00,0.0,991.7,36.1,22.0,78.0,9.5,6.2,581.7,2015,17,1,2,10
2015-01-10 18:00:00,0.0,991.9,35.4,22.0,82.0,9.7,4.3,124.2,2015,18,1,2,10
2015-01-10 19:00:00,0.0,992.3,34.1,24.0,87.0,6.9,2.7,0.0,2015,19,1,2,10
2015-01-10 20:00:00,0.0,992.8,33.2,26.0,57.0,5.1,2.6,0.0,2015,20,1,2,10
2015-01-10 21:00:00,0.0,994.1,29.1,60.0,10.0,8.2,2.2,0.0,2015,21,1,2,10
2015-01-10 22:00:00,0.0,994.5,28.2,62.0,14.0,7.7,2.2,0.0,2015,22,1,2,10
2015-01-10 23:00:00,0.0,994.7,27.3,68.0,10.5,6.8,2.6,0.0,2015,23,1,2,10
2015-01-11 00:00:00,0.0,994.6,26.8,70.0,7.0,6.6,1.3,0.0,2015,0,1,2,11
2015-01-11 01:00:00,0.0,994.0,26.2,74.0,7.0,4.8,1.2,0.0,2015,1,1,2,11
2015-01-11 02:00:00,0.0,994.1,25.8,76.0,1.0,4.5,1.4,0.0,2015,2,1,2,11
2015-01-11 03:00:00,0.0,993.9,25.4,78.0,328.0,3.2,0.5,0.0,2015,3,1,2,11
2015-01-11 04:00:00,0.0,994.4,25.2,78.0,318.0,1.7,0.8,0.0,2015,4,1,2,11
2015-01-11 05:00:00,0.0,994.9,25.4,75.0,229.5,1.8,0.5,26.35,2015,5,1,2,11
